"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",39,13,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",45.5,11,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",45.5,11,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Seated Cable Row - Bar Grip",,"",0,"normal",30,13,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Seated Cable Row - Bar Grip",,"",1,"normal",35,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Seated Cable Row - Bar Grip",,"",2,"normal",35,11,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",30,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",30,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",30,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,9,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",20,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",20,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Bicep Curl (Cable)",,"",0,"normal",40,10,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Bicep Curl (Cable)",,"",1,"normal",40,10,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Bicep Curl (Cable)",,"",2,"normal",40,10,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Preacher Curl (Barbell)",,"",0,"normal",15,12,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Preacher Curl (Barbell)",,"",1,"normal",15,10,,,
"Back + Biceps","Dec 8, 2025, 6:24 PM","Dec 8, 2025, 7:49 PM","","Preacher Curl (Barbell)",,"",2,"normal",15,10,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",15,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",20,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",25,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Extension (Machine)",,"",0,"normal",40,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Extension (Machine)",,"",1,"normal",45,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Extension (Machine)",,"",2,"normal",50,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Seated Leg Curl (Machine)",,"",0,"normal",45,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Seated Leg Curl (Machine)",,"",1,"normal",50,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Seated Leg Curl (Machine)",,"",2,"normal",55,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Abduction (Machine)",,"",0,"normal",60,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Abduction (Machine)",,"",1,"normal",70,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Abduction (Machine)",,"",2,"normal",70,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Adduction (Machine)",,"",0,"normal",60,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Adduction (Machine)",,"",1,"normal",70,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Hip Adduction (Machine)",,"",2,"normal",70,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shoulder Press (Dumbbell)",,"",0,"normal",20,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shoulder Press (Dumbbell)",,"",1,"normal",25,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shoulder Press (Dumbbell)",,"",2,"normal",25,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",20,10,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",20,10,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",20,10,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Face Pull",,"",0,"normal",35,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Face Pull",,"",1,"normal",40,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Face Pull",,"",2,"normal",40,12,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",37.5,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",52.5,10,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",45,11,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shrug (Dumbbell)",,"",0,"normal",35,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shrug (Dumbbell)",,"",1,"normal",35,20,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Shrug (Dumbbell)",,"",2,"normal",40,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Press (Machine)",,"",0,"normal",90,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Press (Machine)",,"",1,"normal",100,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Leg Press (Machine)",,"",2,"normal",120,15,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Standing Calf Raise",,"",0,"normal",,20,,,
"Legs Shoulders","Dec 6, 2025, 5:48 PM","Dec 6, 2025, 7:59 PM","","Standing Calf Raise",,"",1,"normal",,20,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Push Up",,"",0,"normal",,35,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Hammer Curl (Dumbbell)",,"",0,"normal",20,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Hammer Curl (Dumbbell)",,"",1,"normal",20,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Hammer Curl (Dumbbell)",,"",2,"normal",20,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Preacher Curl (Barbell)",,"",0,"normal",15,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Preacher Curl (Barbell)",,"",1,"normal",15,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Preacher Curl (Barbell)",,"",2,"normal",15,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Single Arm Triceps Pushdown (Cable)",,"",0,"normal",10,24,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Single Arm Triceps Pushdown (Cable)",,"",1,"normal",10,24,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Single Arm Triceps Pushdown (Cable)",,"",2,"normal",10,30,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Skullcrusher (Dumbbell)",,"",0,"normal",10,15,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Skullcrusher (Dumbbell)",,"",1,"normal",10,15,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Skullcrusher (Dumbbell)",,"",2,"normal",10,17,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Bicep Curl (Cable)",,"",0,"normal",30,15,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Bicep Curl (Cable)",,"",1,"normal",35,13,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Bicep Curl (Cable)",,"",2,"normal",30,15,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Bicep Curl (Cable)",,"",3,"normal",40,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Bicep Curl (Cable)",,"",4,"normal",40,12,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",0,"normal",10,20,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",1,"normal",20,20,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",2,"normal",10,20,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",3,"normal",20,20,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",4,"normal",10,17,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Seated Palms Up Wrist Curl",,"",5,"normal",25,17,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Triceps Extension (Dumbbell)",,"",0,"normal",12.5,17,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Triceps Extension (Dumbbell)",,"",1,"normal",17.5,13,,,
"Arms","Dec 5, 2025, 6:05 PM","Dec 5, 2025, 7:46 PM","","Triceps Extension (Dumbbell)",,"",2,"normal",17.5,15,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch",,"",0,"normal",,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch",,"",1,"normal",,15,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch",,"",2,"normal",,15,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Plank",,"",0,"normal",,,,60,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Plank",,"",1,"normal",,,,46,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Russian Twist (Weighted)",,"",0,"normal",5,30,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Russian Twist (Weighted)",,"",1,"normal",5,30,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Russian Twist (Weighted)",,"",2,"normal",5,30,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Lying Leg Raise",,"",0,"normal",,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Lying Leg Raise",,"",1,"normal",,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Lying Leg Raise",,"",2,"normal",,15,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",0,"normal",7.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",1,"normal",7.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",2,"normal",7.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",3,"normal",10,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",4,"normal",10,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",5,"normal",10,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",6,"normal",12.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",7,"normal",12.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",8,"normal",12.5,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",9,"normal",15,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",10,"normal",15,12,,,
"Abs","Dec 4, 2025, 6:24 PM","Dec 4, 2025, 7:22 PM","","Crunch (Weighted)",,"",11,"normal",15,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Leg Extension (Machine)",,"",0,"normal",35,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Leg Extension (Machine)",,"",1,"normal",40,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Leg Extension (Machine)",,"",2,"normal",45,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Leg Curl (Machine)",,"",0,"normal",40,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Leg Curl (Machine)",,"",1,"normal",45,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Leg Curl (Machine)",,"",2,"normal",50,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Adduction (Machine)",,"",0,"normal",60,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Adduction (Machine)",,"",1,"normal",60,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Adduction (Machine)",,"",2,"normal",70,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Abduction (Machine)",,"",0,"normal",60,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Abduction (Machine)",,"",1,"normal",60,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Hip Abduction (Machine)",,"",2,"normal",70,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Bulgarian Split Squat (Dumbbell)",,"",0,"normal",15,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Bulgarian Split Squat (Dumbbell)",,"",1,"normal",15,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Bulgarian Split Squat (Dumbbell)",,"",2,"normal",20,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Standing Calf Raise",,"",0,"normal",,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Standing Calf Raise",,"",1,"normal",,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Standing Calf Raise",,"",2,"normal",,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Standing Calf Raise",,"",3,"normal",,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shoulder Press (Dumbbell)",,".",0,"normal",20,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shoulder Press (Dumbbell)",,".",1,"normal",25,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shoulder Press (Dumbbell)",,".",2,"normal",25,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Single Arm Lateral Raise (Cable)",,"",0,"normal",20,8,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Single Arm Lateral Raise (Cable)",,"",1,"normal",10,18,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Single Arm Lateral Raise (Cable)",,"",2,"normal",10,18,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Face Pull",,"",0,"normal",35,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Face Pull",,"",1,"normal",40,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Face Pull",,"",2,"normal",40,12,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",0,"normal",10,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",1,"normal",15,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",2,"normal",10,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",3,"normal",20,20,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",4,"normal",10,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Seated Palms Up Wrist Curl",,"",5,"normal",20,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shrug (Barbell)",,"",0,"normal",35,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shrug (Barbell)",,"",1,"normal",35,15,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Shrug (Barbell)",,"",2,"normal",40,18,,,
"Legs Shoulders Forearms","Dec 3, 2025, 5:52 PM","Dec 3, 2025, 7:56 PM","","Cycling",,"",0,"normal",,,1,140,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Push Up",,"",0,"normal",,20,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Push Up",,"",1,"normal",,20,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Push Up",,"",2,"normal",,20,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Bench Press (Dumbbell)",,"",0,"normal",30,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Bench Press (Dumbbell)",,"",1,"normal",30,11,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Bench Press (Dumbbell)",,"",2,"normal",30,10,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Cable Fly Crossovers",,"",0,"normal",30,14,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Cable Fly Crossovers",,"",1,"normal",30,17,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Cable Fly Crossovers",,"",2,"normal",30,17,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Chest Fly (Machine)",,"",0,"normal",60,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Chest Fly (Machine)",,"",1,"normal",60,11,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Chest Fly (Machine)",,"",2,"normal",60,9,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Rope Pushdown",,"",0,"normal",25,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Rope Pushdown",,"",1,"normal",25,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Rope Pushdown",,"",2,"normal",25,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Overhead Triceps Extension (Cable)",,"",0,"normal",15,14,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Overhead Triceps Extension (Cable)",,"",1,"normal",20,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Overhead Triceps Extension (Cable)",,"",2,"normal",20,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Pushdown",,"",0,"normal",25,15,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Pushdown",,"",1,"normal",25,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Triceps Pushdown",,"",2,"normal",25,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Incline Bench Press (Barbell)",,"",0,"normal",30,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Incline Bench Press (Barbell)",,"",1,"normal",30,12,,,
"Chest + Triceps","Dec 2, 2025, 6:19 PM","Dec 2, 2025, 8:00 PM","","Incline Bench Press (Barbell)",,"",2,"normal",30,11,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Pull Up (Band)",,"",0,"normal",,15,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Pull Up (Band)",,"",1,"normal",,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Pull Up (Band)",,"",2,"normal",,10,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",39,15,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",45.5,11,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",45.5,10,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",60,12,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",60,15,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",60,14,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Chest Supported Incline Row (Dumbbell)",,"",0,"normal",20,15,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Chest Supported Incline Row (Dumbbell)",,"",1,"normal",25,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",25,12,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown (Machine)",,"",0,"normal",60,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown (Machine)",,"",1,"normal",60,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Lat Pulldown (Machine)",,"",2,"normal",60,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Incline Curl (Dumbbell)",,"",0,"normal",15,13,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Incline Curl (Dumbbell)",,"",1,"normal",15,12,,,
"Back + Biceps","Dec 1, 2025, 5:18 PM","Dec 1, 2025, 6:53 PM","","Seated Incline Curl (Dumbbell)",,"",2,"normal",15,11,,,
